Tren_ID;Origen_Global;Desti_Global;Estacio;Ordre;Previst;Real;Retard_Min;Estat
2499468913776;TORDERA;L'HOSPITALET DE LLOBREGAT;SANT ADRIA DE BESOS;20;146.50;154.00;7.50;TARD
2499468913776;TORDERA;L'HOSPITALET DE LLOBREGAT;BARCELONA-CLOT-ARAGO;21;152.00;158.00;6.00;TARD
2499468913776;TORDERA;L'HOSPITALET DE LLOBREGAT;ARC DE TRIOMF;22;156.50;162.00;5.50;TARD
2499468913776;TORDERA;L'HOSPITALET DE LLOBREGAT;PLACA DE CATALUNYA;23;160.00;166.00;6.00;TARD
2499468913776;TORDERA;L'HOSPITALET DE LLOBREGAT;BARCELONA-SANTS;24;164.50;170.00;5.50;TARD
2499468913776;TORDERA;L'HOSPITALET DE LLOBREGAT;L'HOSPITALET DE LLOBREGAT;25;170.00;174.00;4.00;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;L'HOSPITALET DE LLOBREGAT;1;98.00;98.00;0.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;BARCELONA-SANTS;2;103.50;100.00;-3.50;AVANÇAT
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;PLACA DE CATALUNYA;3;108.00;106.00;-2.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;ARC DE TRIOMF;4;111.50;112.00;0.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;BARCELONA-CLOT-ARAGO;5;116.00;116.00;0.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;SANT ADRIA DE BESOS;6;121.50;120.00;-1.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;BADALONA;7;125.00;124.00;-1.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;MONTGAT;8;128.50;128.00;-0.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;MONTGAT-NORD;9;131.00;132.00;1.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;EL MASNOU;10;134.50;136.00;1.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;OCATA;11;137.00;140.00;3.00;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;PREMIA DE MAR;12;140.50;144.00;3.50;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;VILASSAR DE MAR;13;144.00;148.00;4.00;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;CABRERA DE MAR-VILASSAR DE MAR;14;147.50;152.00;4.50;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;MATARO;15;152.00;156.00;4.00;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;SANT ANDREU DE LLAVANERES;16;157.50;160.00;2.50;TARD
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;ARENYS DE MAR;17;163.00;164.00;1.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;CANET DE MAR;18;168.50;168.00;-0.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;SANT POL DE MAR;19;173.00;172.00;-1.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;CALELLA;20;177.50;176.00;-1.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;PINEDA DE MAR;21;182.00;180.00;-2.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;SANTA SUSANNA;22;185.50;186.00;0.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;MALGRAT DE MAR;23;189.00;190.00;1.00;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;BLANES;24;195.50;196.00;0.50;PUNTUAL
2499468913680;L'HOSPITALET DE LLOBREGAT;TORDERA;TORDERA;25;202.00;202.00;0.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;TORDERA;1;98.00;98.00;0.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;BLANES;2;104.50;102.00;-2.50;AVANÇAT
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;MALGRAT DE MAR;3;111.00;110.00;-1.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;SANTA SUSANNA;4;114.50;114.00;-0.50;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;PINEDA DE MAR;5;118.00;118.00;0.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;CALELLA;6;122.50;122.00;-0.50;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;SANT POL DE MAR;7;127.00;126.00;-1.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;CANET DE MAR;8;131.50;130.00;-1.50;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;ARENYS DE MAR;9;137.00;134.00;-3.00;AVANÇAT
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;SANT ANDREU DE LLAVANERES;10;142.50;140.00;-2.50;AVANÇAT
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;MATARO;11;148.00;146.00;-2.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;CABRERA DE MAR-VILASSAR DE MAR;12;152.50;152.00;-0.50;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;VILASSAR DE MAR;13;156.00;156.00;0.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;PREMIA DE MAR;14;159.50;160.00;0.50;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;OCATA;15;163.00;164.00;1.00;PUNTUAL
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;EL MASNOU;16;165.50;168.00;2.50;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;MONTGAT-NORD;17;169.00;172.00;3.00;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;MONTGAT;18;171.50;176.00;4.50;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;BADALONA;19;175.00;180.00;5.00;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;SANT ADRIA DE BESOS;20;178.50;184.00;5.50;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;BARCELONA-CLOT-ARAGO;21;184.00;188.00;4.00;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;ARC DE TRIOMF;22;188.50;192.00;3.50;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;PLACA DE CATALUNYA;23;192.00;196.00;4.00;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;BARCELONA-SANTS;24;196.50;200.00;3.50;TARD
2499468914064;TORDERA;L'HOSPITALET DE LLOBREGAT;L'HOSPITALET DE LLOBREGAT;25;202.00;204.00;2.00;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;L'HOSPITALET DE LLOBREGAT;1;130.00;130.00;0.00;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;BARCELONA-SANTS;2;135.50;132.00;-3.50;AVANÇAT
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;PLACA DE CATALUNYA;3;140.00;138.00;-2.00;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;ARC DE TRIOMF;4;143.50;146.00;2.50;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;BARCELONA-CLOT-ARAGO;5;148.00;150.00;2.00;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;SANT ADRIA DE BESOS;6;153.50;154.00;0.50;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;BADALONA;7;157.00;158.00;1.00;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;MONTGAT;8;160.50;162.00;1.50;PUNTUAL
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;MONTGAT-NORD;9;163.00;166.00;3.00;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;EL MASNOU;10;166.50;170.00;3.50;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;OCATA;11;169.00;174.00;5.00;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;PREMIA DE MAR;12;172.50;178.00;5.50;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;VILASSAR DE MAR;13;176.00;182.00;6.00;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;CABRERA DE MAR-VILASSAR DE MAR;14;179.50;186.00;6.50;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;MATARO;15;184.00;190.00;6.00;TARD
2499460223808;L'HOSPITALET DE LLOBREGAT;TORDERA;SANT ANDREU DE LLAVANERES;16;189.50;194.00;4.50;TARD
